title,videoId,description,channelId,channelTitle,ChannelPublishedAt,videoPublishedAt,viewCount,likeCount,dislikeCount,commentCount,favoriteCount,duration,caption,licensedContent,channel_videoCount,channel_subscriberCount,channel_commentCount,channel_ViewCount,country
School Lunches | American Kids Try Food From Around the World | Ep 2,qsyhtzKLxkw,Kids try school lunches from around the world. Don't forget to subscribe and follow us! YouTube: http://cut.com/youtube Facebook: http://cut.com/facebook ...,UCbaGn5VkOVlcRgIWAHcrJKA,WatchCut Video,2014-10-29T19:59:06.000Z,2015-08-26T18:59:50.000Z,18184394,107797,14067,36469,0,PT7M29S,0,0,427,2545778,0,649423897,0
John Oliver - Whole Foods,R9gGL1cnnhg,From HBO's Last Week Tonight with John Oliver. All rights belong to HBO. Check out the official channel here: https://www.youtube.com/user/LastWeekTonight.,UC2DYZIou2ZN-stBPv3aks6Q,consumer,2011-09-30T15:57:03.000Z,2015-08-10T10:08:41.000Z,2781543,13725,320,657,0,PT3M15S,0,0,422,174306,0,262624548,0
Pet Food Taste Test,1aKq8MzhxtE,"If it's good enough for pets, it's good enough for us. GMM #732! Send us your Wheel of Mythicality suggestions using #GMMWheel! Good Mythical MORE: ...",UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,2008-09-17T14:37:49.000Z,2015-08-10T10:00:00.000Z,7007242,120858,1551,15652,0,PT14M44S,0,0,1508,12553079,2578,3510815544,United States
People Taste Test Puerto Rican Food,I1Cqv840gVE,"Mofongo - ""That sounds like an elephant in a Disney movie."" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo MUSIC Kuduro ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-07-31T02:00:00.000Z,3361002,44230,800,7494,0,PT2M36S,0,0,4391,12821030,267,10510483331,0
People Eating Dog Food Without Knowing -- Freshpet,QtHa8Cf4BOI,"People react to being fed dog food without knowing beforehand. Will they like it? http://freshpet.com For kids under 18, all parents were ""in on the joke"" and gave ...",UC5rs0KQbynTiXjyhivBUkAQ,Freshpet,2009-03-13T19:17:06.000Z,2015-07-27T13:07:27.000Z,909279,2149,128,609,0,PT3M42S,0,0,140,18759,2,23760187,0
Food Waste: Last Week Tonight with John Oliver (HBO),i8xwLWb0lLY,"Producers, sellers, and consumers waste tons of food. John Oliver discusses the shocking amount of food we don't eat. Connect with Last Week Tonight online.",UC3XTzVzaHQEd30rQbuvCtTQ,LastWeekTonight,2014-03-18T17:41:39.000Z,2015-07-20T06:30:01.000Z,8616126,94279,1906,7993,0,PT17M50S,0,0,212,5332175,0,1248426989,0
Americans Try Peruvian Food,rn3HeUJ650g,"It tastes like the ocean tastes...but deliciouser."" The BuzzFeed News App: Smart. Interesting. Emojis. Download on the App Store: http://bit.ly/1GtniTQ Check out ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-07-12T18:42:28.000Z,3381840,38096,3583,5457,0,PT3M6S,0,0,4391,12821030,267,10510483331,0
Americans Try Surstromming (The Smelliest Food In The World),_haw_YDC_zo,Can you make it through this video without barfing? Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo MUSIC Moonlight Sonata ...,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-06-27T18:00:00.000Z,9133308,118756,2040,17771,0,PT3M46S,0,0,4391,12821030,267,10510483331,0
Why does almost half of America's food go to waste?,k8TDfjbpSBE,"Roughly 40 percent of food produced in America never makes it to the table. Whether it rots in the field, is trashed at the supermarket, or thrown out at home, ...",UC6ZFN9Tx6xh-skXCuRHCDpQ,PBS NewsHour,2009-11-30T16:50:12.000Z,2015-06-16T22:42:17.000Z,75292,438,8,0,0,PT9M6S,0,0,18334,467099,57,255150336,0
Is This Prison Food Cruel And Unusual?,1bei7vlf56w,"""My mouth is afraid of this food"" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo Special thanks to Eastern State Penitentiary ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-06-12T22:00:01.000Z,8978542,63666,5644,16093,0,PT2M39S,0,0,4391,12821031,267,10510483331,0
Americans Try Bizarre European Food,A0t26w1zXiQ,"Snails, minced sheep's innards, and fish cured with poison. Watch Americans try these amazing European delicacies for the first time. MUSIC Bord De Marne ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-06-02T21:07:08.000Z,9077259,73519,2823,12283,0,PT4M27S,0,0,4391,12821031,267,10510483331,0
Indian Food Wisdom & Art of Eating Right by Rujuta Diwekar (Hindi) - HD,a9tHCGe8FYw,"Indian Food Wisdom & The Art Of Eating Right by Rujuta Diwekar brings forth our ancient wisdom on what to eat, how much to eat, when to eat, how to stay ...",UCbjxt-hEuVwxgpgBpKhrIXg,Rujutadiwekarofficial,2012-09-22T11:42:27.000Z,2015-05-22T11:36:26.000Z,96829,981,43,68,0,PT1H50M14S,0,0,31,91665,7,6005258,India
Americans Try Bizarre Russian Foods For The First Time,YvGDafHwVjo,"""I love pickling!"" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo MUSIC Bayan Dance Western Licensed via Warner Chappell ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-05-12T21:58:40.000Z,7620392,50881,3363,8773,0,PT3M3S,0,0,4391,12821031,267,10510483331,0
Pamela Ronald: The case for engineering our food,wZ2TF8-PGQ4,"Pamela Ronald studies the genes that make plants more resistant to disease and stress. In an eye-opening talk, she describes her decade-long quest to help ...",UCAuUUnT6oDeKwE6v1NGQxug,TED,2006-12-06T23:27:08.000Z,2015-05-04T16:54:29.000Z,137332,2841,471,965,0,PT17M50S,0,0,2443,7620053,4912,848553938,0
Why we learn to love spicy food,JsgpZdGVNys,"Next time you're suffering from a spicy bite, don't reach for water. Subscribe to our channel! http://goo.gl/0bsAjO Vox.com is a news website that helps you cut ...",UCLXo7UDZvByw2ixzpQCufnA,Vox,2014-03-04T20:30:22.000Z,2015-04-29T13:31:44.000Z,893540,10961,180,755,0,PT2M53S,0,0,641,2702386,0,568169768,0
Tips for Stunning Food Photography with TopWithCinnamon,ChZc1m31K8Q,If you haven't seen Izy's work before... why not? She runs a stunning food blog packed with mouth-gasm inducing recipes... and she's turned that into a beautiful ...,UCfyehHM_eo4g5JUyWmms2LA,SORTEDfood,2010-03-14T15:59:31.000Z,2015-04-17T15:06:24.000Z,411084,11100,122,213,0,PT5M14S,0,0,1093,1756009,2342,273955825,United Kingdom
Americans Try Bizarre American Foods,Pv1bskS9dDc,Some knowledge is best left unknown--like what the 'M' is in a PB&M sandwich. Check out more awesome videos at BuzzFeedVideo!,UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-04-12T19:34:13.000Z,10659535,72737,1147,6808,0,PT3M,0,0,4391,12821030,267,10510483331,0
Drive Thru Vanishing Food,omo6g8j-L3s,Learn Magic at http://www.penguinmagic.com Vlogs On 2nd Channel - http://youtube.com/RahatsIphone Videos to check out! Magic Door Prank ...,UCCsj3Uk-cuVQejdoX-Pc_Lg,MagicofRahat,2007-07-13T05:00:39.000Z,2015-04-09T21:23:39.000Z,3017545,70614,645,3868,0,PT3M19S,0,0,229,5041346,1673,725709577,0
My 600-LB Life--Junk Food Junkie Marla Is Eating Herself To Death,VWVmtB9zVco,"Marla is so heavy she cannot stand up. Bedridden, her true weight is unknown but estimated at 800-lbs. Marla must face the facts about her health and the toll it ...",UCkU2KBbehgIa3IGseESIt7Q,POPDUST,2014-12-22T18:36:55.000Z,2015-04-08T22:16:38.000Z,17073506,36414,9669,19883,0,PT2M1S,0,0,46,20053,0,19482066,0
Australians Try Australian-American Food,bJwfyg27wHI,"If I had any more of that I'll regret it until the day I die."" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo MUSIC Flame and ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-04-06T19:31:31.000Z,4301279,44620,2635,9115,0,PT3M54S,0,0,4391,12821030,267,10510483331,0
FOOD HACKS,B8bWfh0toEY,More of the BEST FOOD HACKS & Life Hacks for the kitchen! Thanks to The Co-operative Food for making this video possible!,UC9qhrKAVIav5q8tUrFXWOlw,Doug Armstrong,2007-06-22T17:58:20.000Z,2015-03-14T16:31:45.000Z,633323,12554,208,331,0,PT3M56S,0,0,230,269256,2053,25963141,United Kingdom
Mini Food cake Shi hereruminichiyua ichikonokeki / Cute Miniature Strawberry Shortcake!,TWW41tufSZs,"Twitter https://twitter.com/aaajoken Shi bereruminichiyua, Jin Hui haichigonokeki We made this miniature strawberry shortcake using bread, cream, and ...",UCTFT5NbDl0Fa_fE9Cz_yOAA,Miniature Space,2014-11-27T03:22:49.000Z,2015-03-12T11:07:37.000Z,9974673,44676,2776,3882,0,PT4M7S,0,0,246,1526664,0,243995279,0
The Food Porn Superstars of South Korea: Mukbang,5wjXJL6ZwLk,"In Korea, people can tune in on their laptops and cell phones any time, any day and watch people eat--and talk about eating. These ""online eaters"" are neither ...",UCaLfMkkHhSA_LaCta0BzyhQ,Munchies,2014-03-24T21:21:29.000Z,2015-02-16T12:00:01.000Z,3570781,19421,1905,2970,0,PT26M1S,0,0,695,1806254,0,320078928,United States
Top 10 Outrageous Fast Food Items,h_c58V3NmyU,Do you think of daily caloric recommendations as just numbers? Then this list is for you! Join http://www.WatchMojo.com as we count down our picks for the Top ...,UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,2007-01-25T16:19:35.000Z,2015-02-12T18:00:00.000Z,4365843,25909,1374,7939,0,PT11M,0,0,13186,15086958,168,8771569620,Canada
Breakfasts | American Kids Try Food From Around the World | Ep 1,JGjeaHe7GkY,Special thanks to our friends at http://www.kitchenbowl.com for helping us get a real chef for this project! Download their app ...,UCbaGn5VkOVlcRgIWAHcrJKA,WatchCut Video,2014-10-29T19:59:06.000Z,2015-02-10T18:00:00.000Z,20863243,132263,5902,28242,0,PT3M47S,0,0,427,2545782,0,649423897,0
"Toward Rational, Authentic Food Choices | Melanie Joy | TEDxMunchen",o0VrZPBskpg,"Melanie Joy on Carnism and other food choices. Melanie Joy, Ph.D., Ed.M. is a Harvard-educated psychologist, professor of psychology and sociology at the ...",UCsT0YIqwnpJCM-mx7-gSA4Q,TEDx Talks,2009-06-23T16:00:48.000Z,2015-02-05T17:54:21.000Z,605062,19318,455,3109,0,PT18M53S,0,0,97536,8425619,322,1638456477,0
Foodies Kill Their Food For The First Time,fFW5gPlSJcE,"""I want to know if I'm ok with this."" We took four people to a family farm. They slaughtered their own chickens and we told the story Check out more awesome ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-02-01T21:30:25.000Z,9760521,125537,38082,53404,0,PT6M48S,0,0,4391,12821032,267,10510483331,0
Irish People Try Stereotypical Irish Foods,50-jcQjZJ7c,"""It tastes like dog food?."" Subscribe to our channel : http://goo.gl/yEIawC Facts on social networks : Twitter : http://goo.gl/ddcDSG Facebook : http://goo.gl/xnkHkH ...",UCmEnDJfwzlfVZyDdIznoiww,Facts.,2014-07-05T01:12:57.000Z,2015-01-31T19:30:01.000Z,3911842,27322,718,5422,0,PT3M53S,0,0,559,1099001,0,401839760,Ireland
Asian Food,Rk011so6MUc,inb4 dog-eating jokes. *NEW WEBSITE: http://domics.co/ Follow me! TUMBLR: http://www.domics.me FACEBOOK: http://www.facebook.com/domics.me ...,UCn1XB-jvmd9fXMzhiA6IR0w,Domics,2012-08-11T08:28:27.000Z,2015-01-23T07:35:07.000Z,8697397,244207,1089,38780,0,PT2M45S,0,0,137,4280508,268,502761402,Canada
Mini Food Pancake Shi hereruminichiyua hotsutokeki,97Z6E9Zk43I,Twitter https://twitter.com/aaajoken I made a miniature hot cake I was able to make a very simple Tool I bought in Japan You cook it is to eat small in miniature.,UCTFT5NbDl0Fa_fE9Cz_yOAA,Miniature Space,2014-11-27T03:22:49.000Z,2015-01-17T21:00:07.000Z,9858930,52754,1797,5934,0,PT3M,0,0,246,1526663,0,243995279,0
Civilians Try Military Food,4E8HirPLWDg,"I don't know how I feel about cardboard meat."" Check out more awesome videos at BuzzFeedVideo! http://bit.ly/YTbuzzfeedvideo MUSIC Dixie Fife and Drum ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2015-01-02T22:27:39.000Z,10622272,89366,1980,11334,0,PT3M13S,0,0,4391,12821031,267,10510483331,0
Food Magic Tricks You Need To Try,Ia2XTN-7WJE,Icy Cokes For Everyone! Check out more awesome BuzzFeedBlue videos! http://bit.ly/YTbuzzfeedblue1 MUSIC Prize Money By Birocratic For More Awesome ...,UCBUVGPsJzc1U8SECMgBaMFw,BuzzFeedBlue,2014-05-05T19:01:18.000Z,2015-01-02T18:29:07.000Z,12839983,120290,5174,3656,0,PT2M33S,0,0,1244,6035297,0,2720761831,0
Bridesmaids Food Poisoning Scene,Lw30B5R1Cig,,UCIKHa_0uwS77hVgsoU1NDxQ,Catherine Potter,2012-03-16T13:02:47.000Z,2014-12-18T03:53:42.000Z,623320,1297,184,166,0,PT3M15S,0,0,3,131,0,622991,0
Big K.R.I.T. - Soul Food (Explicit) ft. Raphael Saadiq,oLJlfwZ-xZ8,Big K.R.I.T. - Soul Food (Explicit),UCyUaOCprHcsmKurqA7aD3pg,BigKRITVEVO,2011-06-01T16:05:41.000Z,2014-12-12T17:00:26.000Z,1025559,11882,149,767,0,PT4M17S,0,0,20,74985,249,27117893,0
Genetically Modify Food,S7iLPJMEkiU,"Genetically modified (GM) foods have been around for decades. Created by modifying the DNA of one organism through the introduction of genes from another, ...",UCenxjWEkb0Sv67vejOgZ3Tg,IntelligenceSquared Debates,2007-05-04T13:35:46.000Z,2014-12-04T07:37:58.000Z,104968,746,71,1697,0,PT1H43M1S,0,0,684,85850,63,8094298,United States
Top 10 Healthiest Foods,VUyEPf-IvdM,A healthy lifestyle begins with a healthy diet. Join http://www.WatchMojo.com as we count down our picks for the top 10 healthiest foods. WatchMojo will be ...,UCaWd5_7JhbQBe4dknZhsHJg,WatchMojo.com,2007-01-25T16:19:35.000Z,2014-11-26T21:30:02.000Z,6006602,57946,2123,9944,0,PT6M58S,0,0,13186,15086958,168,8771569620,Canada
THE WORST FOOD EVER - SURSTROMMING,wmu7bHj81WI,Hope you enjoyed my video. Please share it to your friends! Song: Djangomayn - Siunaus https://www.youtube.com/watch?v=DjBvi2tD46A Find me on ...,UCGIOYB90iaTgoAsYf-2-42Q,mentaalisavuke,2010-03-25T16:42:05.000Z,2014-11-19T17:16:21.000Z,1458615,10839,1118,1524,0,PT7M7S,0,0,45,129154,50,8481648,0
#BioBus - The UK's first food and poo-powered bus,x2R_MaWFABo,We've launched the first UK bus powered on gas generated from recycling food waste and treating sewage - the Bio-Bus! Television personality Stefan Gates ...,UCsjv5NX-oFslZEXq3SkwBpg,GENeco,2012-11-15T11:57:43.000Z,2014-11-19T17:02:38.000Z,245894,475,22,21,0,PT4M1S,0,0,6,282,0,277582,0
Making Real Food w/ Play-Doh Toys,r01P9RmMeBI,"Everyone thinks about eating Play-Doh, but we actually do it! GMM #568! Good Mythical MORE: http://youtu.be/S2wT2F8lY6E SUBSCRIBE for daily episodes: ...",UC4PooiX37Pld1T8J5SYT-SQ,Good Mythical Morning,2008-09-17T14:37:49.000Z,2014-11-11T11:00:10.000Z,21226167,166283,6748,17352,0,PT14M40S,0,0,1508,12553077,2578,3510815544,United States
Food Chains Official Trailer (2014) - Documentary HD,-k4c6QdCJi4,Subscribe to TRAILERS: http://bit.ly/sxaw6h Subscribe to COMING SOON: http://bit.ly/H2vZUn Subscribe to INDIE & FILM FESTIVALS: http://bit.ly/1wbkfYg Like ...,UCLyYEq4ODlw3OD9qhGqwimw,Movieclips Film Festivals & Indie Films,2011-09-21T21:09:36.000Z,2014-11-06T17:11:03.000Z,32908,182,6,17,0,PT2M20S,0,0,7254,756949,35,1124200768,United States
Americans Try Balkan Food With Their Uber Driver,ndm6QyXhGMc,"Watch more episodes of ""Take Us To Your Food"" https://www.youtube.com/watch?v=I7Okt-aRYMQ&index=2&list=PL5vtqDuUM1DltDK8ZH514m-rE-mGq6bOI ...",UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-10-30T02:17:37.000Z,3631767,58612,634,13655,0,PT5M43S,0,0,3186,8074240,58,7569899072,United States
KIDS vs. FOOD #4 - BRUSSELS SPROUTS,6eY7-d6DWpo,SUBSCRIBE to the REACT Channel: http://goo.gl/47iJqh Watch all People Vs. Food Episodes (Kids/Teens/Adults): http://goo.gl/KjLw5C All REACT channel ...,UCHEf6T_gVq4tlW5i91ESiWg,REACT,2013-07-30T10:19:47.000Z,2014-10-23T17:00:10.000Z,6782511,63651,885,6646,0,PT3M56S,0,0,917,8084553,0,2054460364,0
Asking Strangers For Food VS Asking The Homeless For Food! (Social Experiment),1fC6RP6tZ1Q,"Asking Strangers For Food VS Asking The Homeless For Food! (Social Experiment) Follow us on social media, We want to connect with you all in real life ...",UCgJtPNTnFdFdNL44Dctkt6A,MoeAndET,2014-03-01T20:07:56.000Z,2014-10-22T13:45:58.000Z,35159784,383855,8346,22393,0,PT3M28S,0,0,45,1929385,0,273940210,United States
Logic - Soul Food (Official Audio),k0x6KVyYYbY,"The official version of Logic's ""Soul Food"" audio off his 'Under Pressure' album which is out now on Visionary Music Group / Def Jam. Produced by Alkebulan, DJ ...",UCYtWSZWHYPbmwsh2CEUyMrQ,Visionary Music Group,2010-09-12T22:41:00.000Z,2014-10-21T16:15:14.000Z,4132090,28862,680,1867,0,PT4M53S,0,0,185,714766,381,384150800,0
Serving McDonalds to food experts?,4Qa6QXBxxWw,What happens when you serve McDonald's to some food experts and pretend it's a new organic meal? Check it out! Intro & outro music: Tantu Beats: ...,UCqpEvTZJYFkO9pIzAjYG_Dw,LifeHunters,2012-10-17T16:20:04.000Z,2014-10-20T14:04:38.000Z,9784102,70204,7392,7349,0,PT3M36S,0,0,32,101133,2,35138427,0
Americans Try German Food For The First Time,lwYoQzO4qpI,"That's German engineering at its finest, if you ask me."" Share on Facebook: http://on.fb.me/1t361Ya Like BuzzFeedVideo on Facebook: http://on.fb.me/18yCF0b ...",UCpko_-a4wgz2u_DgDgd9fqA,BuzzFeedVideo,2011-08-10T21:27:29.000Z,2014-09-26T22:18:40.000Z,14084148,88704,6295,19977,0,PT2M45S,0,0,4391,12821032,267,10510483331,0
The Jewish Food Taste Test,SqYGGqTC_Us,"Good food. Good meat. Good G-d, let's eat! Music: Hora Melody Music Licensed via Warner Chappell Production Music Inc. Stock footage from: Abstract blue ...",UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-09-24T23:44:09.000Z,8109312,48822,2137,11528,0,PT4M19S,0,0,3186,8074240,58,7569899072,United States
Stingray jumps onto ramp for food,Q_ePLQwo9yE,"SUBSCRIBE to Rumble Viral: http://bit.ly/RumbleViral A hungry stingray jumps out of the water and onto a man-made ramp, providing these tourists an incredible ...",UCW3T8dQVEynwj6-_DArcM7w,Rumble Viral,2014-04-28T14:38:46.000Z,2014-09-19T17:02:09.000Z,8898134,10511,275,563,0,PT1M14S,0,0,7607,284170,0,613275867,0
"Slow Food: Good, Clean and Fair Food for Everyone",Q8QoCSDkJn0,"The international Slow Food movement was born in Italy 25 years ago and has become a global network that works to help ensure good, clean and fair food for ...",UCf6EDUAjaUUnx2Dm18qhXiQ,Slow Food,2011-07-25T10:06:03.000Z,2014-09-16T07:44:22.000Z,45303,230,3,11,0,PT2M6S,0,0,204,2607,2,291899,0
Top 100 Amazing Food Art Ideas,l3yDHcL3DTY,MUSIC TITLE - The Creek BY- Topher Mohr and Alex Elena FROM- Youtube Audio Library watch more ...,UCvMo70Vkk5ewNvOFSZkmTXA,Photo Album,2014-09-04T11:00:45.000Z,2014-09-14T10:38:54.000Z,3323434,10638,950,786,0,PT8M21S,0,0,22,9187,0,8531754,0
Food Wastage Footprint 2,Md3ddmtja6s,"http://www.fao.org/nr/sustainability/food-loss-and-waste/en/ The full economic, environmental and social costs of food loss and waste. (c) FAO: http://www.fao.org.",UCtu8MkufmVgxS8_Ocl7mMig,Food and Agriculture Organization of the United Nations,2007-11-07T10:00:31.000Z,2014-09-09T15:23:03.000Z,48089,0,0,0,0,PT3M39S,0,0,4275,19377,0,3907030,0
"One Human Family, Food for All",qhU5JEd-XRo,"Based on an ancient story about hunger and sharing, this animated video is part of Caritas' ""One Human Family, Food for All"" campaign. The ""allegory of the ...",UCN7MvrHoSqI5RjV-urE1usw,Caritas Internationalis,2009-02-12T08:58:42.000Z,2014-09-01T09:20:20.000Z,3183716,7755,126,163,0,PT1M3S,0,0,339,3785,0,3517203,0
What Happens When A Fly Lands On Your Food?,-zf7UxfL0zE,Have you ever wondered what a fly is doing when it lands on your food? Laci did some research to figure out just what happens. Read More: Study: Flies on ...,UCzWQYUVCpZqtN93H8RR44Qw,Seeker,2012-09-12T21:13:49.000Z,2014-08-24T13:00:05.000Z,4481469,30643,10523,7213,0,PT2M14S,0,0,2897,2667844,280,620447644,United States
Americans Try Filipino Street Food,xIMnzCfKaFA,Ever tried intestine? Post to Facebook: http://on.fb.me/VH6XrS Like BuzzFeedVideo on Facebook: http://on.fb.me/18yCF0b Post to Twitter: http://bit.ly/VH6XYU ...,UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-07-08T23:46:43.000Z,7882364,43249,1827,7129,0,PT2M38S,0,0,3186,8074240,58,7569899072,United States
Tipping Fast Food Workers $100,hyXJeus-wm4,"The secret to true confidence > http://bit.ly/SPtippingfastfood Subscribe for more! > http://bit.ly/simpsubcr After our charitable donation was returned, we decided ...",UCFns-k9UgOhVRnKHdynzU2A,Simple Pickup,2011-02-10T11:32:16.000Z,2014-07-02T18:38:09.000Z,9684668,280615,2019,18331,0,PT4M32S,0,0,133,2752108,7447,350481629,0
5 Amazing Food Life Hacks Everyone MUST Know!,r3guCM3UU8s,Subscribe to SlowMoLaboratory https://www.youtube.com/user/SlowMoLaboratory Subscribe to my 2nd channel https://www.youtube.com/user/origami768 ...,UCe_vXdMrHHseZ_esYUskSBw,CrazyRussianHacker,2012-05-18T19:29:15.000Z,2014-06-16T21:41:53.000Z,19562689,141582,13102,17977,0,PT9M37S,0,0,1060,10017996,560,2073352257,United States
Fast Food ADS vs. REALITY Experiment,XrZFM2nvLXA,SUBSCRIBE! > http://bit.ly/SubMF FUNNIEST PRANK EVER! > http://youtu.be/UW7W9sV0ak0 PATREON PERKS! >> http://patreon.com/mediocrefilms ...,UCUQYeJ6D3qDlQkMboh-8-xw,MediocreFilms,2006-10-11T00:48:08.000Z,2014-06-15T20:40:48.000Z,11377803,118324,6293,18995,0,PT3M35S,0,0,369,1540267,4853,473799553,United States
Americans Taste Exotic Asian Food,8lK475dxZds,When your food fights back! Post to Facebook: http://on.fb.me/1n4Gf3Q Like BuzzFeedVideo on Facebook: http://on.fb.me/1ilcE7k Post to Twitter: ...,UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-06-11T01:55:23.000Z,15917244,109832,4492,26536,0,PT3M55S,0,0,3186,8074239,58,7569899072,United States
Adults Taste Baby Food,DrMndBQ1P1c,No wonder babies are always crying. Share on Facebook: http://on.fb.me/1rMjkB7 Like BuzzFeedVideo on Facebook: http://on.fb.me/18yCF0b Share on ...,UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-06-04T21:03:09.000Z,6322765,42359,464,4050,0,PT2M22S,0,0,3186,8074240,58,7569899072,United States
11 Foods You Shouldn't Refrigerate,5OAb0OMvtCU,Do you really know what you're doing? Post to Facebook: http://on.fb.me/1o11pAS Like BuzzFeedVideo on Facebook: http://on.fb.me/18yCF0b Post to Twitter: ...,UCBUVGPsJzc1U8SECMgBaMFw,BuzzFeedBlue,2014-05-05T19:01:18.000Z,2014-05-29T18:12:20.000Z,3212839,14859,431,3090,0,PT1M11S,0,0,1244,6035297,0,2720761831,0
Filipino Fast Food Taste Test,qduLBNV1HVs,"""It's like a different kind of spice"" Post to Facebook: http://on.fb.me/SnUQ1s Like BuzzFeedVideo on Facebook: http://on.fb.me/1ilcE7k Post to Twitter: ...",UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-05-20T00:57:17.000Z,7150544,40454,3786,10025,0,PT2M39S,0,0,3186,8074240,58,7569899072,United States
eTalks - The Secrets of Food Marketing,mKTORFmMycQ,Think you aren't being fooled by advertising tricks? Take a look at this so-called expert revealing food marketing's secret weapon. No amount of marketing ...,UCqPnYuCCQg2NnDCah7ctKDw,Compassion in World Farming,2007-03-06T12:32:25.000Z,2014-05-12T19:19:11.000Z,8766618,20602,920,4163,0,PT7M,0,0,128,14397,37,16504706,0
EATING JUNK FOOD AT THE GYM PRANK!!,brQYPCYvtwU,DAILY VLOG CHANNEL- https://www.youtube.com/channel/UCq83awFzy2TA6Bcs3y837HA SNAPCHAT- DAWSLIFE INSTAGRAM- ...,UCu4X846OSea5YU6S8fIpy1A,BigDawsTv,2012-06-20T21:15:30.000Z,2014-05-05T19:25:58.000Z,4987491,99528,1180,3704,0,PT2M58S,0,0,167,2673517,17,384938392,United States
10 Office Food Hacks | FOODBEAST LABS,W7Ekfs4P80M,We've compiled 10 Office Food Hacks to make your eating situations at work 10x more boss-like. Including a tip on how to eat a Nature Valley granola bar ...,UC2BFx9glnPZ-fK3UPDo3V3A,Foodbeast,2011-03-17T21:12:17.000Z,2014-04-30T18:28:39.000Z,2707775,2628,550,198,0,PT2M23S,0,0,422,131708,20,39875303,0
How Gamers Eat Their Food,GGrtDAx5ywg,Gaming version of <<How Animals Eat Their Food>> Click to Tweet! http://bit.ly/RTGFood FB! http://bit.ly/FBGFood SUBSCRIBE for more videos!,UCUtUVnGVHrc83t1r0p5r7ww,Mr.TVCow,2013-10-15T16:08:19.000Z,2014-04-30T14:20:03.000Z,9287101,185940,3971,5768,0,PT1M52S,0,0,22,638198,0,130618857,0
The Most Popular Drunk Foods Around The World,O51azh8t_pg,"Talk about ""Buzzed Feeds..."" Post to Facebook: http://on.fb.me/1fiRTcL Like BuzzFeedVideo on Facebook: http://on.fb.me/1ilcE7k Post to Twitter: ...",UCay_OLhWtf9iklq8zg_or0g,Boldly,2013-04-09T18:38:36.000Z,2014-04-26T16:59:26.000Z,6336176,33400,2661,16529,0,PT2M3S,0,0,3186,8074240,58,7569899072,United States
Raining Food,I-XmXrz-t2Q,Raining Food 2: http://youtu.be/SVDF-0GGcW4 Filmed by Crazy Russian Hacker on his Phantom v2010 http://www.youtube.com/CrazyRussianHacker Song ...,UCGwruZaVBlp2AwbdUdNaLPQ,SteveKardynal,2009-02-08T09:26:42.000Z,2014-04-20T17:11:58.000Z,5704012,94083,13402,12458,0,PT2M32S,0,0,32,5271356,23011,500951333,0
Peter Dinklage: Face Your Food,QKWKUU0XQ8U,"""Game of Thrones"" actor and longtime vegetarian Peter Dinklage narrates ""Face Your Food,"" revealing the ugly truth about that meal on your table and how it got ...",UCmQRypK6kAcujJAlYZpFW8Q,PETA (People for the Ethical Treatment of Animals),2008-02-07T14:47:36.000Z,2014-04-16T20:10:39.000Z,701265,6682,371,933,0,PT3M58S,0,0,1561,302260,669,159894197,United States
